Simulation,Halo_ID,B/A_max_prob,B/A_mean,B/A_std,B/A_16th,B/A_50th,B/A_84th,C/A_max_prob,C/A_mean,C/A_std,C/A_16th,C/A_50th,C/A_84th,sigmaB_max_prob,sigmaB_mean,sigmaB_std,sigmaB_16th,sigmaB_50th,sigmaB_84th,sigmaC_max_prob,sigmaC_mean,sigmaC_std,sigmaC_16th,sigmaC_50th,sigmaC_84th
r492.romulus25.3072g1HsbBH,1,0.7400522391041158,0.7315497641197275,0.0230052558212052,0.729077594290845,0.7371287476034095,0.7429671089223788,0.15940797686166513,0.1787478545750683,0.05218590148874856,0.15657516314418668,0.15863008864700998,0.17010058480857482,0.04916729913209033,0.09170988501975878,0.12107626788201424,0.04457101863799073,0.05124230982665296,0.057182081509240104,0.03789046736828856,0.07876332288998018,0.11355306231095326,0.035192043074977156,0.037386078825928606,0.04035808876974754
r502.romulus25.3072g1HsbBH,1,0.7620039292823895,0.7578446452108951,0.034284092365651185,0.7541083884090485,0.7615593109171234,0.7696378359358158,0.37261006573043287,0.39328751046986504,0.039063020352275414,0.37298545953565165,0.3739774337693882,0.43319912484276146,0.06018519408658561,0.13992145413577164,0.12956738272060866,0.05705639133625795,0.06200885570311522,0.3099356753407925,0.009392187204324748,0.06320531754743561,0.12174002165500886,0.008055509173303374,0.009602656021152959,0.16846270322530582
r515.romulus25.3072g1HsbBH,1,0.6942598285292809,0.6944850664918906,0.02027386601252701,0.6937796637279351,0.6965886390687981,0.6985552378869313,0.15267585510954504,0.17679707106276055,0.061544235934981234,0.15213749147996156,0.15548144113908904,0.15993812692963058,0.004607374370430735,0.04302465455110887,0.10944202571569153,0.0032550153919244105,0.006489732429833533,0.010340413167261982,0.030544321086194787,0.07832245487084814,0.11450468062040396,0.03186254700209238,0.036116118361186694,0.04164998206593146
r523.romulus25.3072g1HsbBH,1,0.8798729243322926,0.8457262511811452,0.06037264950159137,0.7599272889653245,0.8789935319388276,0.880809556275808,0.18914370073832185,0.2192292789609612,0.05207696729543592,0.189618575735749,0.1915311728361461,0.2728632996870157,0.004298005007528397,0.09844414200281981,0.1608048194132735,0.002962944975675838,0.006804544183847006,0.29593141238512977,0.043871923816901894,0.09095370458513673,0.12702010530926702,0.04217151554434334,0.04359340320610309,0.09198956688441481
r544.romulus25.3072g1HsbBH,1,0.8905314122465854,0.850745757978923,0.06272603625275189,0.7681743704926725,0.8827374541037603,0.885908599803043,0.19386566551026038,0.22355155693879705,0.0537821958666701,0.19444432718838753,0.1978470186882721,0.2832885044337185,0.023310794897105577,0.0912528096848804,0.14252511955400665,0.016704463900110614,0.025224185711977598,0.2894416899308721,0.03705464742200676,0.08150565968932787,0.11519763559964036,0.03705464742200676,0.04171754610592592,0.048725172088034285
r552.romulus25.3072g1HsbBH,1,0.5619561275270503,0.5769055166210254,0.03405944354349812,0.560208854313739,0.5629591416249133,0.5920239530806574,0.16491548108616558,0.18921175954704184,0.047360171135508514,0.16399746294230721,0.16556804478576623,0.23063118368141652,0.04587576594342169,0.09007637336302798,0.11490398338618928,0.04359912909062089,0.04719461612137782,0.11706690181907634,0.027799267272823468,0.08975496964868115,0.1394067299351928,0.026488047167771048,0.02810237776204793,0.12201048984801736
r555.romulus25.3072g1HsbBH,1,0.36920316955192256,0.4222693669591475,0.09330380928294216,0.36856281951216097,0.3702295247185093,0.5439526940071854,0.3110856186876312,0.3132241367325303,0.023227431642578053,0.310509401701352,0.3113809861104563,0.3120389493989414,0.015145192968126933,0.056736603546839175,0.12141104388808927,0.01356800968899988,0.01673097852109008,0.020675154795039966,0.005596763838299774,0.08955188591328274,0.15822714071995692,0.003727050106813153,0.005820136894700198,0.2765431207977844
r556.romulus25.3072g1HsbBH,1,0.46232393965330293,0.4979797566335064,0.05628390206644976,0.461385382971184,0.4649150424281248,0.5556102111319059,0.2848914032933164,0.31097271586450265,0.04182586438123737,0.28477004917075965,0.2860743667031562,0.36041032220499425,0.058819620673641236,0.1229205714388707,0.12439423539331367,0.055806630009283174,0.060946855387853216,0.26661561912902765,0.002966128971861908,0.06838062349854777,0.1456584505808752,0.0007078803411022491,0.003144918129452898,0.19282453093808852
r563.romulus25.3072g1HsbBH,1,0.3566901008680845,0.4048800518692349,0.06545460796959428,0.3538517995814502,0.3591078459146162,0.47374999511165644,0.1391251284292062,0.1550875108118788,0.03861264519240066,0.13774693816691833,0.13908959275076394,0.19806904258826008,0.12986900963579354,0.1546766303002089,0.11106712402795006,0.12065999388787678,0.12573324237201502,0.24724426608381045,0.01478504949366182,0.09974846576607507,0.12927058590859758,0.015000718541196239,0.01586059685419225,0.25460930045856395
r568.romulus25.3072g1HsbBH,1,0.8504748446230833,0.8235694289378327,0.04972455490563389,0.7777438116097695,0.8502090618065239,0.8525689923863116,0.20036147553018527,0.2239995238466351,0.04384671108330179,0.19943899630302728,0.20112428149829065,0.27286003599361164,0.008338582599906637,0.07071994952230033,0.1333668225005577,0.004543498129884663,0.012841224814569539,0.16480238113595472,0.027025473606753427,0.09027459181797752,0.15259699287301562,0.02564052172206406,0.02715682694262711,0.10197573413000727
